location,date,vaccine,total_vaccinations
Germany,2021-10-25,Moderna,9763275
Germany,2021-10-25,Oxford/AstraZeneca,12702111
Germany,2021-10-25,Pfizer/BioNTech,85279870
Germany,2021-10-26,Johnson&Johnson,3295693
Germany,2021-10-26,Moderna,9768080
Germany,2021-10-26,Oxford/AstraZeneca,12702586
Germany,2021-10-26,Pfizer/BioNTech,85477359
Germany,2021-10-27,Johnson&Johnson,3298957
Germany,2021-10-27,Moderna,9774407
Germany,2021-10-27,Oxford/AstraZeneca,12702726
Germany,2021-10-27,Pfizer/BioNTech,85705715
Germany,2021-10-28,Johnson&Johnson,3302507
Germany,2021-10-28,Moderna,9780266
Germany,2021-10-28,Oxford/AstraZeneca,12703993
Germany,2021-10-28,Pfizer/BioNTech,85939862
Germany,2021-10-29,Johnson&Johnson,3306249
Germany,2021-10-29,Moderna,9786737
Germany,2021-10-29,Oxford/AstraZeneca,12704676
Germany,2021-10-29,Pfizer/BioNTech,86131473
Germany,2021-10-30,Johnson&Johnson,3308211
Germany,2021-10-30,Moderna,9790225
Germany,2021-10-30,Oxford/AstraZeneca,12704838
Germany,2021-10-30,Pfizer/BioNTech,86175909
Germany,2021-10-31,Johnson&Johnson,3308782
Germany,2021-10-31,Moderna,9791123
Germany,2021-10-31,Oxford/AstraZeneca,12704842
Germany,2021-10-31,Pfizer/BioNTech,86189681
Germany,2021-11-01,Johnson&Johnson,3310262
Germany,2021-11-01,Moderna,9794302
Germany,2021-11-01,Oxford/AstraZeneca,12705070
Germany,2021-11-01,Pfizer/BioNTech,86246816
Germany,2021-11-02,Johnson&Johnson,3312520
Germany,2021-11-02,Moderna,9800399
Germany,2021-11-02,Oxford/AstraZeneca,12705627
Germany,2021-11-02,Pfizer/BioNTech,86445792
Germany,2021-11-03,Johnson&Johnson,3316372
Germany,2021-11-03,Moderna,9808086
Germany,2021-11-03,Oxford/AstraZeneca,12707865
Germany,2021-11-03,Pfizer/BioNTech,86712705
Germany,2021-11-04,Johnson&Johnson,3319372
Germany,2021-11-04,Moderna,9815290
Germany,2021-11-04,Oxford/AstraZeneca,12708116
Germany,2021-11-04,Pfizer/BioNTech,86981029
Hong Kong,2021-02-22,Pfizer/BioNTech,0
Hong Kong,2021-02-22,Sinovac,47
Hong Kong,2021-02-23,Pfizer/BioNTech,0
Hong Kong,2021-02-23,Sinovac,579
Hong Kong,2021-02-24,Pfizer/BioNTech,0
Hong Kong,2021-02-24,Sinovac,579
Hong Kong,2021-02-25,Pfizer/BioNTech,0
Hong Kong,2021-02-25,Sinovac,579
Hong Kong,2021-02-26,Pfizer/BioNTech,0
Hong Kong,2021-02-26,Sinovac,6645
Hong Kong,2021-02-27,Pfizer/BioNTech,0
Hong Kong,2021-02-27,Sinovac,13685
Hong Kong,2021-02-28,Pfizer/BioNTech,0
Hong Kong,2021-02-28,Sinovac,20701
Hong Kong,2021-03-01,Pfizer/BioNTech,0
Hong Kong,2021-03-01,Sinovac,27109
Hong Kong,2021-03-02,Pfizer/BioNTech,0
Hong Kong,2021-03-02,Sinovac,40180
Hong Kong,2021-03-03,Pfizer/BioNTech,0
Hong Kong,2021-03-03,Sinovac,51848
Hong Kong,2021-03-04,Pfizer/BioNTech,0
Hong Kong,2021-03-04,Sinovac,62237
Hong Kong,2021-03-05,Pfizer/BioNTech,0
Hong Kong,2021-03-05,Sinovac,72375
Hong Kong,2021-03-06,Pfizer/BioNTech,336
Hong Kong,2021-03-06,Sinovac,83697
Hong Kong,2021-03-07,Pfizer/BioNTech,1207
Hong Kong,2021-03-07,Sinovac,91819
Hong Kong,2021-03-08,Pfizer/BioNTech,2130
Hong Kong,2021-03-08,Sinovac,101721
Hong Kong,2021-03-09,Pfizer/BioNTech,3008
Hong Kong,2021-03-09,Sinovac,110519
Hong Kong,2021-03-10,Pfizer/BioNTech,9028
Hong Kong,2021-03-10,Sinovac,121521
Hong Kong,2021-03-11,Pfizer/BioNTech,14791
Hong Kong,2021-03-11,Sinovac,131118
Hong Kong,2021-03-12,Pfizer/BioNTech,21519
Hong Kong,2021-03-12,Sinovac,140713
Hong Kong,2021-03-13,Pfizer/BioNTech,27845
Hong Kong,2021-03-13,Sinovac,149268
Hong Kong,2021-03-14,Pfizer/BioNTech,33525
Hong Kong,2021-03-14,Sinovac,157208
Hong Kong,2021-03-15,Pfizer/BioNTech,39922
Hong Kong,2021-03-15,Sinovac,166174
Hong Kong,2021-03-16,Pfizer/BioNTech,53021
Hong Kong,2021-03-16,Sinovac,176402
Hong Kong,2021-03-17,Pfizer/BioNTech,64373
Hong Kong,2021-03-17,Sinovac,189649
Hong Kong,2021-03-18,Pfizer/BioNTech,75151
Hong Kong,2021-03-18,Sinovac,201496
Hong Kong,2021-03-19,Pfizer/BioNTech,90960
Hong Kong,2021-03-19,Sinovac,213292
Hong Kong,2021-03-20,Pfizer/BioNTech,106003
Hong Kong,2021-03-20,Sinovac,224617
Hong Kong,2021-03-21,Pfizer/BioNTech,120739
Hong Kong,2021-03-21,Sinovac,233701
Hong Kong,2021-03-22,Pfizer/BioNTech,135824
Hong Kong,2021-03-22,Sinovac,243870
Hong Kong,2021-03-23,Pfizer/BioNTech,150244
Hong Kong,2021-03-23,Sinovac,253281
Hong Kong,2021-03-24,Pfizer/BioNTech,151325
Hong Kong,2021-03-24,Sinovac,261975
Hong Kong,2021-03-25,Pfizer/BioNTech,151325
Hong Kong,2021-03-25,Sinovac,270195
Hong Kong,2021-03-26,Pfizer/BioNTech,151325
Hong Kong,2021-03-26,Sinovac,283912
Hong Kong,2021-03-27,Pfizer/BioNTech,151325
Hong Kong,2021-03-27,Sinovac,297952
Hong Kong,2021-03-28,Pfizer/BioNTech,151325
Hong Kong,2021-03-28,Sinovac,311126
Hong Kong,2021-03-29,Pfizer/BioNTech,151325
Hong Kong,2021-03-29,Sinovac,323797
Hong Kong,2021-03-30,Pfizer/BioNTech,151325
Hong Kong,2021-03-30,Sinovac,338992
Hong Kong,2021-03-31,Pfizer/BioNTech,151325
Hong Kong,2021-03-31,Sinovac,353772
Hong Kong,2021-04-01,Pfizer/BioNTech,151325
Hong Kong,2021-04-01,Sinovac,369049
Hong Kong,2021-04-02,Pfizer/BioNTech,151325
Hong Kong,2021-04-02,Sinovac,379910
Hong Kong,2021-04-03,Pfizer/BioNTech,151325
Hong Kong,2021-04-03,Sinovac,392659
Hong Kong,2021-04-04,Pfizer/BioNTech,151983
Hong Kong,2021-04-04,Sinovac,404085
Hong Kong,2021-04-05,Pfizer/BioNTech,163728
Hong Kong,2021-04-05,Sinovac,413505
Hong Kong,2021-04-06,Pfizer/BioNTech,193565
Hong Kong,2021-04-06,Sinovac,422435
Hong Kong,2021-04-07,Pfizer/BioNTech,219537
Hong Kong,2021-04-07,Sinovac,440248
Hong Kong,2021-04-08,Pfizer/BioNTech,244598
Hong Kong,2021-04-08,Sinovac,455705
Hong Kong,2021-04-09,Pfizer/BioNTech,274283
Hong Kong,2021-04-09,Sinovac,470752
Hong Kong,2021-04-10,Pfizer/BioNTech,307577
Hong Kong,2021-04-10,Sinovac,483973
Hong Kong,2021-04-11,Pfizer/BioNTech,339562
Hong Kong,2021-04-11,Sinovac,495330
Hong Kong,2021-04-12,Pfizer/BioNTech,370268
Hong Kong,2021-04-12,Sinovac,507975
Hong Kong,2021-04-13,Pfizer/BioNTech,397768
Hong Kong,2021-04-13,Sinovac,521185
Hong Kong,2021-04-14,Pfizer/BioNTech,414247
Hong Kong,2021-04-14,Sinovac,536863
Hong Kong,2021-04-15,Pfizer/BioNTech,428957
Hong Kong,2021-04-15,Sinovac,552136
Hong Kong,2021-04-16,Pfizer/BioNTech,449248
Hong Kong,2021-04-16,Sinovac,568599
Hong Kong,2021-04-17,Pfizer/BioNTech,472580
Hong Kong,2021-04-17,Sinovac,584691
Hong Kong,2021-04-18,Pfizer/BioNTech,492448
Hong Kong,2021-04-18,Sinovac,598654
Hong Kong,2021-04-19,Pfizer/BioNTech,509676
Hong Kong,2021-04-19,Sinovac,613898
Hong Kong,2021-04-20,Pfizer/BioNTech,522584
Hong Kong,2021-04-20,Sinovac,627074
Hong Kong,2021-04-21,Pfizer/BioNTech,534068
Hong Kong,2021-04-21,Sinovac,639031
Hong Kong,2021-04-22,Pfizer/BioNTech,545794
Hong Kong,2021-04-22,Sinovac,650855
Hong Kong,2021-04-23,Pfizer/BioNTech,559087
Hong Kong,2021-04-23,Sinovac,663794
Hong Kong,2021-04-24,Pfizer/BioNTech,576257
Hong Kong,2021-04-24,Sinovac,676812
Hong Kong,2021-04-25,Pfizer/BioNTech,587132
Hong Kong,2021-04-25,Sinovac,688048
Hong Kong,2021-04-26,Pfizer/BioNTech,602961
Hong Kong,2021-04-26,Sinovac,699242
Hong Kong,2021-04-27,Pfizer/BioNTech,617999
Hong Kong,2021-04-27,Sinovac,708873
Hong Kong,2021-04-28,Pfizer/BioNTech,633052
Hong Kong,2021-04-28,Sinovac,718705
Hong Kong,2021-04-29,Pfizer/BioNTech,648990
Hong Kong,2021-04-29,Sinovac,728522
Hong Kong,2021-04-30,Pfizer/BioNTech,672911
Hong Kong,2021-04-30,Sinovac,740872
Hong Kong,2021-05-01,Pfizer/BioNTech,704169
Hong Kong,2021-05-01,Sinovac,750254
Hong Kong,2021-05-02,Pfizer/BioNTech,733052
Hong Kong,2021-05-02,Sinovac,758889
Hong Kong,2021-05-03,Pfizer/BioNTech,761225
Hong Kong,2021-05-03,Sinovac,768439
Hong Kong,2021-05-04,Pfizer/BioNTech,785883
Hong Kong,2021-05-04,Sinovac,776964
Hong Kong,2021-05-05,Pfizer/BioNTech,808170
Hong Kong,2021-05-05,Sinovac,785453
Hong Kong,2021-05-06,Pfizer/BioNTech,830518
Hong Kong,2021-05-06,Sinovac,793546
Hong Kong,2021-05-07,Pfizer/BioNTech,859909
Hong Kong,2021-05-07,Sinovac,802464
Hong Kong,2021-05-08,Pfizer/BioNTech,893098
Hong Kong,2021-05-08,Sinovac,811363
Hong Kong,2021-05-09,Pfizer/BioNTech,923249
Hong Kong,2021-05-09,Sinovac,818431
Hong Kong,2021-05-10,Pfizer/BioNTech,950164
Hong Kong,2021-05-10,Sinovac,826403
Hong Kong,2021-05-11,Pfizer/BioNTech,971048
Hong Kong,2021-05-11,Sinovac,834029
Hong Kong,2021-05-12,Pfizer/BioNTech,989519
Hong Kong,2021-05-12,Sinovac,841345
Hong Kong,2021-05-13,Pfizer/BioNTech,1007898
Hong Kong,2021-05-13,Sinovac,848744
Hong Kong,2021-05-14,Pfizer/BioNTech,1031159
Hong Kong,2021-05-14,Sinovac,857465
Hong Kong,2021-05-15,Pfizer/BioNTech,1060281
Hong Kong,2021-05-15,Sinovac,865975
Hong Kong,2021-05-16,Pfizer/BioNTech,1081908
Hong Kong,2021-05-16,Sinovac,873177
Hong Kong,2021-05-17,Pfizer/BioNTech,1101944
Hong Kong,2021-05-17,Sinovac,882395
Hong Kong,2021-05-18,Pfizer/BioNTech,1118321
Hong Kong,2021-05-18,Sinovac,892059
Hong Kong,2021-05-19,Pfizer/BioNTech,1129853
Hong Kong,2021-05-19,Sinovac,896694
Hong Kong,2021-05-20,Pfizer/BioNTech,1144807
Hong Kong,2021-05-20,Sinovac,905523
Hong Kong,2021-05-21,Pfizer/BioNTech,1165816
Hong Kong,2021-05-21,Sinovac,915358
Hong Kong,2021-05-22,Pfizer/BioNTech,1192545
Hong Kong,2021-05-22,Sinovac,925279
Hong Kong,2021-05-23,Pfizer/BioNTech,1213484
Hong Kong,2021-05-23,Sinovac,933175
Hong Kong,2021-05-24,Pfizer/BioNTech,1231669
Hong Kong,2021-05-24,Sinovac,943369
Hong Kong,2021-05-25,Pfizer/BioNTech,1246779
Hong Kong,2021-05-25,Sinovac,953319
Hong Kong,2021-05-26,Pfizer/BioNTech,1261012
Hong Kong,2021-05-26,Sinovac,963163
Hong Kong,2021-05-27,Pfizer/BioNTech,1276407
Hong Kong,2021-05-27,Sinovac,973912
Hong Kong,2021-05-28,Pfizer/BioNTech,1298638
Hong Kong,2021-05-28,Sinovac,987678
Hong Kong,2021-05-29,Pfizer/BioNTech,1326702
Hong Kong,2021-05-29,Sinovac,1002155
Hong Kong,2021-05-30,Pfizer/BioNTech,1349217
Hong Kong,2021-05-30,Sinovac,1014816
Hong Kong,2021-05-31,Pfizer/BioNTech,1369620
Hong Kong,2021-05-31,Sinovac,1030882
Hong Kong,2021-06-01,Pfizer/BioNTech,1386361
Hong Kong,2021-06-01,Sinovac,1047703
Hong Kong,2021-06-02,Pfizer/BioNTech,1402068
Hong Kong,2021-06-02,Sinovac,1064496
Hong Kong,2021-06-03,Pfizer/BioNTech,1420963
Hong Kong,2021-06-03,Sinovac,1081819
Hong Kong,2021-06-04,Pfizer/BioNTech,1447517
Hong Kong,2021-06-04,Sinovac,1100216
Hong Kong,2021-06-05,Pfizer/BioNTech,1480588
Hong Kong,2021-06-05,Sinovac,1117661
Hong Kong,2021-06-06,Pfizer/BioNTech,1506549
Hong Kong,2021-06-06,Sinovac,1131036
Hong Kong,2021-06-07,Pfizer/BioNTech,1529498
Hong Kong,2021-06-07,Sinovac,1150237
Hong Kong,2021-06-08,Pfizer/BioNTech,1547784
Hong Kong,2021-06-08,Sinovac,1168431
Hong Kong,2021-06-09,Pfizer/BioNTech,1563824
Hong Kong,2021-06-09,Sinovac,1185256
Hong Kong,2021-06-10,Pfizer/BioNTech,1584474
Hong Kong,2021-06-10,Sinovac,1202837
Hong Kong,2021-06-11,Pfizer/BioNTech,1614121
Hong Kong,2021-06-11,Sinovac,1223624
Hong Kong,2021-06-12,Pfizer/BioNTech,1649181
Hong Kong,2021-06-12,Sinovac,1242708
Hong Kong,2021-06-13,Pfizer/BioNTech,1677195
Hong Kong,2021-06-13,Sinovac,1257194
Hong Kong,2021-06-14,Pfizer/BioNTech,1697742
Hong Kong,2021-06-14,Sinovac,1267136
Hong Kong,2021-06-15,Pfizer/BioNTech,1720300
Hong Kong,2021-06-15,Sinovac,1286100
Hong Kong,2021-06-16,Pfizer/BioNTech,1739029
Hong Kong,2021-06-16,Sinovac,1302830
Hong Kong,2021-06-17,Pfizer/BioNTech,1759935
Hong Kong,2021-06-17,Sinovac,1320826
Hong Kong,2021-06-18,Pfizer/BioNTech,1790250
Hong Kong,2021-06-18,Sinovac,1340842
Hong Kong,2021-06-19,Pfizer/BioNTech,1824023
Hong Kong,2021-06-19,Sinovac,1358681
Hong Kong,2021-06-20,Pfizer/BioNTech,1849517
Hong Kong,2021-06-20,Sinovac,1371146
Hong Kong,2021-06-21,Pfizer/BioNTech,1876258
Hong Kong,2021-06-21,Sinovac,1390408
Hong Kong,2021-06-22,Pfizer/BioNTech,1897868
Hong Kong,2021-06-22,Sinovac,1409795
Hong Kong,2021-06-23,Pfizer/BioNTech,1920633
Hong Kong,2021-06-23,Sinovac,1427714
Hong Kong,2021-06-24,Pfizer/BioNTech,1948139
Hong Kong,2021-06-24,Sinovac,1446631
Hong Kong,2021-06-25,Pfizer/BioNTech,1983588
Hong Kong,2021-06-25,Sinovac,1469125
Hong Kong,2021-06-26,Pfizer/BioNTech,2021905
Hong Kong,2021-06-26,Sinovac,1489367
Hong Kong,2021-06-27,Pfizer/BioNTech,2056979
Hong Kong,2021-06-27,Sinovac,1504498
Hong Kong,2021-06-28,Pfizer/BioNTech,2087431
Hong Kong,2021-06-28,Sinovac,1525592
Hong Kong,2021-06-29,Pfizer/BioNTech,2118809
Hong Kong,2021-06-29,Sinovac,1550282
Hong Kong,2021-06-30,Pfizer/BioNTech,2154179
Hong Kong,2021-06-30,Sinovac,1575176
Hong Kong,2021-07-01,Pfizer/BioNTech,2188108
Hong Kong,2021-07-01,Sinovac,1588898
Hong Kong,2021-07-02,Pfizer/BioNTech,2230055
Hong Kong,2021-07-02,Sinovac,1617066
Hong Kong,2021-07-03,Pfizer/BioNTech,2269909
Hong Kong,2021-07-03,Sinovac,1638935
Hong Kong,2021-07-04,Pfizer/BioNTech,2307158
Hong Kong,2021-07-04,Sinovac,1654634
Hong Kong,2021-07-05,Pfizer/BioNTech,2344928
Hong Kong,2021-07-05,Sinovac,1681507
Hong Kong,2021-07-06,Pfizer/BioNTech,2379884
Hong Kong,2021-07-06,Sinovac,1706408
Hong Kong,2021-07-07,Pfizer/BioNTech,2413685
Hong Kong,2021-07-07,Sinovac,1729881
Hong Kong,2021-07-08,Pfizer/BioNTech,2452711
Hong Kong,2021-07-08,Sinovac,1754607
Hong Kong,2021-07-09,Pfizer/BioNTech,2495486
Hong Kong,2021-07-09,Sinovac,1782080
Hong Kong,2021-07-10,Pfizer/BioNTech,2537105
Hong Kong,2021-07-10,Sinovac,1804605
Hong Kong,2021-07-11,Pfizer/BioNTech,2576110
Hong Kong,2021-07-11,Sinovac,1820640
Hong Kong,2021-07-12,Pfizer/BioNTech,2616290
Hong Kong,2021-07-12,Sinovac,1842221
Hong Kong,2021-07-13,Pfizer/BioNTech,2653565
Hong Kong,2021-07-13,Sinovac,1864738
Hong Kong,2021-07-14,Pfizer/BioNTech,2690356
Hong Kong,2021-07-14,Sinovac,1885248
Hong Kong,2021-07-15,Pfizer/BioNTech,2730318
Hong Kong,2021-07-15,Sinovac,1908654
Hong Kong,2021-07-16,Pfizer/BioNTech,2773474
Hong Kong,2021-07-16,Sinovac,1934482
Hong Kong,2021-07-17,Pfizer/BioNTech,2815014
Hong Kong,2021-07-17,Sinovac,1956396
Hong Kong,2021-07-18,Pfizer/BioNTech,2854947
Hong Kong,2021-07-18,Sinovac,1971782
Hong Kong,2021-07-19,Pfizer/BioNTech,2896442
Hong Kong,2021-07-19,Sinovac,1995436
Hong Kong,2021-07-20,Pfizer/BioNTech,2936046
Hong Kong,2021-07-20,Sinovac,2017532
Hong Kong,2021-07-21,Pfizer/BioNTech,2976379
Hong Kong,2021-07-21,Sinovac,2038016
Hong Kong,2021-07-22,Pfizer/BioNTech,3018470
Hong Kong,2021-07-22,Sinovac,2060190
Hong Kong,2021-07-23,Pfizer/BioNTech,3063909
Hong Kong,2021-07-23,Sinovac,2085535
Hong Kong,2021-07-24,Pfizer/BioNTech,3107499
Hong Kong,2021-07-24,Sinovac,2106491
Hong Kong,2021-07-25,Pfizer/BioNTech,3149532
Hong Kong,2021-07-25,Sinovac,2120465
Hong Kong,2021-07-26,Pfizer/BioNTech,3193162
Hong Kong,2021-07-26,Sinovac,2143552
Hong Kong,2021-07-27,Pfizer/BioNTech,3236097
Hong Kong,2021-07-27,Sinovac,2165498
Hong Kong,2021-07-28,Pfizer/BioNTech,3277606
Hong Kong,2021-07-28,Sinovac,2187206
Hong Kong,2021-07-29,Pfizer/BioNTech,3320878
Hong Kong,2021-07-29,Sinovac,2207018
Hong Kong,2021-07-30,Pfizer/BioNTech,3365952
Hong Kong,2021-07-30,Sinovac,2232240
Hong Kong,2021-07-31,Pfizer/BioNTech,3410209
Hong Kong,2021-07-31,Sinovac,2253009
Hong Kong,2021-08-01,Pfizer/BioNTech,3452402
Hong Kong,2021-08-01,Sinovac,2266605
Hong Kong,2021-08-02,Pfizer/BioNTech,3496629
Hong Kong,2021-08-02,Sinovac,2291426
Hong Kong,2021-08-03,Pfizer/BioNTech,3540915
Hong Kong,2021-08-03,Sinovac,2316058
Hong Kong,2021-08-04,Pfizer/BioNTech,3585406
Hong Kong,2021-08-04,Sinovac,2337000
Hong Kong,2021-08-05,Pfizer/BioNTech,3631228
Hong Kong,2021-08-05,Sinovac,2358371
Hong Kong,2021-08-06,Pfizer/BioNTech,3678154
Hong Kong,2021-08-06,Sinovac,2381974
Hong Kong,2021-08-07,Pfizer/BioNTech,3723897
Hong Kong,2021-08-07,Sinovac,2400840
Hong Kong,2021-08-08,Pfizer/BioNTech,3768024
Hong Kong,2021-08-08,Sinovac,2412094
Hong Kong,2021-08-09,Pfizer/BioNTech,3814221
Hong Kong,2021-08-09,Sinovac,2434609
Hong Kong,2021-08-10,Pfizer/BioNTech,3860925
Hong Kong,2021-08-10,Sinovac,2454725
Hong Kong,2021-08-11,Pfizer/BioNTech,3907830
Hong Kong,2021-08-11,Sinovac,2473313
Hong Kong,2021-08-12,Pfizer/BioNTech,3954140
Hong Kong,2021-08-12,Sinovac,2492992
Hong Kong,2021-08-13,Pfizer/BioNTech,4001806
Hong Kong,2021-08-13,Sinovac,2513844
Hong Kong,2021-08-14,Pfizer/BioNTech,4048529
Hong Kong,2021-08-14,Sinovac,2531190
Hong Kong,2021-08-15,Pfizer/BioNTech,4092796
Hong Kong,2021-08-15,Sinovac,2542271
Hong Kong,2021-08-16,Pfizer/BioNTech,4138454
Hong Kong,2021-08-16,Sinovac,2561648
Hong Kong,2021-08-17,Pfizer/BioNTech,4182901
Hong Kong,2021-08-17,Sinovac,2578633
Hong Kong,2021-08-18,Pfizer/BioNTech,4226723
Hong Kong,2021-08-18,Sinovac,2594825
Hong Kong,2021-08-19,Pfizer/BioNTech,4269909
Hong Kong,2021-08-19,Sinovac,2611280
Hong Kong,2021-08-20,Pfizer/BioNTech,4314270
Hong Kong,2021-08-20,Sinovac,2629997
Hong Kong,2021-08-21,Pfizer/BioNTech,4357883
Hong Kong,2021-08-21,Sinovac,2646032
Hong Kong,2021-08-22,Pfizer/BioNTech,4398245
Hong Kong,2021-08-22,Sinovac,2655928
Hong Kong,2021-08-23,Pfizer/BioNTech,4439740
Hong Kong,2021-08-23,Sinovac,2674278
Hong Kong,2021-08-24,Pfizer/BioNTech,4480403
Hong Kong,2021-08-24,Sinovac,2690590
Hong Kong,2021-08-25,Pfizer/BioNTech,4520932
Hong Kong,2021-08-25,Sinovac,2706413
Hong Kong,2021-08-26,Pfizer/BioNTech,4563475
Hong Kong,2021-08-26,Sinovac,2724560
Hong Kong,2021-08-27,Pfizer/BioNTech,4607607
Hong Kong,2021-08-27,Sinovac,2743520
Hong Kong,2021-08-28,Pfizer/BioNTech,4651483
Hong Kong,2021-08-28,Sinovac,2760519
Hong Kong,2021-08-29,Pfizer/BioNTech,4692380
Hong Kong,2021-08-29,Sinovac,2770719
Hong Kong,2021-08-30,Pfizer/BioNTech,4735509
Hong Kong,2021-08-30,Sinovac,2791533
Hong Kong,2021-08-31,Pfizer/BioNTech,4776761
Hong Kong,2021-08-31,Sinovac,2811657
Hong Kong,2021-09-01,Pfizer/BioNTech,4811021
Hong Kong,2021-09-01,Sinovac,2826726
Hong Kong,2021-09-02,Pfizer/BioNTech,4843954
Hong Kong,2021-09-02,Sinovac,2841610
Hong Kong,2021-09-03,Pfizer/BioNTech,4883712
Hong Kong,2021-09-03,Sinovac,2858074
Hong Kong,2021-09-04,Pfizer/BioNTech,4926611
Hong Kong,2021-09-04,Sinovac,2872436
Hong Kong,2021-09-05,Pfizer/BioNTech,4962261
Hong Kong,2021-09-05,Sinovac,2880052
Hong Kong,2021-09-06,Pfizer/BioNTech,4992627
Hong Kong,2021-09-06,Sinovac,2895007
Hong Kong,2021-09-07,Pfizer/BioNTech,5019217
Hong Kong,2021-09-07,Sinovac,2908481
Hong Kong,2021-09-08,Pfizer/BioNTech,5045571
Hong Kong,2021-09-08,Sinovac,2922079
Hong Kong,2021-09-09,Pfizer/BioNTech,5074254
Hong Kong,2021-09-09,Sinovac,2936226
Hong Kong,2021-09-10,Pfizer/BioNTech,5110076
Hong Kong,2021-09-10,Sinovac,2952014
Hong Kong,2021-09-11,Pfizer/BioNTech,5150263
Hong Kong,2021-09-11,Sinovac,2965362
Hong Kong,2021-09-12,Pfizer/BioNTech,5179708
Hong Kong,2021-09-12,Sinovac,2972176
Hong Kong,2021-09-13,Pfizer/BioNTech,5202863
Hong Kong,2021-09-13,Sinovac,2985308
Hong Kong,2021-09-14,Pfizer/BioNTech,5221332
Hong Kong,2021-09-14,Sinovac,2996704
Hong Kong,2021-09-15,Pfizer/BioNTech,5239789
Hong Kong,2021-09-15,Sinovac,3007871
Hong Kong,2021-09-16,Pfizer/BioNTech,5259882
Hong Kong,2021-09-16,Sinovac,3018623
Hong Kong,2021-09-17,Pfizer/BioNTech,5285377
Hong Kong,2021-09-17,Sinovac,3030764
Hong Kong,2021-09-18,Pfizer/BioNTech,5315820
Hong Kong,2021-09-18,Sinovac,3040833
Hong Kong,2021-09-19,Pfizer/BioNTech,5334310
Hong Kong,2021-09-19,Sinovac,3045845
Hong Kong,2021-09-20,Pfizer/BioNTech,5349142
Hong Kong,2021-09-20,Sinovac,3055998
Hong Kong,2021-09-21,Pfizer/BioNTech,5360344
Hong Kong,2021-09-21,Sinovac,3063406
Hong Kong,2021-09-22,Pfizer/BioNTech,5373680
Hong Kong,2021-09-22,Sinovac,3066631
Hong Kong,2021-09-23,Pfizer/BioNTech,5394573
Hong Kong,2021-09-23,Sinovac,3079549
Hong Kong,2021-09-24,Pfizer/BioNTech,5419492
Hong Kong,2021-09-24,Sinovac,3091942
Hong Kong,2021-09-25,Pfizer/BioNTech,5448145
Hong Kong,2021-09-25,Sinovac,3102390
Hong Kong,2021-09-26,Pfizer/BioNTech,5466779
Hong Kong,2021-09-26,Sinovac,3107404
Hong Kong,2021-09-27,Pfizer/BioNTech,5482320
Hong Kong,2021-09-27,Sinovac,3118603
Hong Kong,2021-09-28,Pfizer/BioNTech,5494025
Hong Kong,2021-09-28,Sinovac,3128839
Hong Kong,2021-09-29,Pfizer/BioNTech,5508002
Hong Kong,2021-09-29,Sinovac,3138495
Hong Kong,2021-09-30,Pfizer/BioNTech,5527993
Hong Kong,2021-09-30,Sinovac,3148797
Hong Kong,2021-10-01,Pfizer/BioNTech,5540340
Hong Kong,2021-10-01,Sinovac,3152044
Hong Kong,2021-10-02,Pfizer/BioNTech,5555036
Hong Kong,2021-10-02,Sinovac,3160010
Hong Kong,2021-10-03,Pfizer/BioNTech,5564654
Hong Kong,2021-10-03,Sinovac,3163146
Hong Kong,2021-10-04,Pfizer/BioNTech,5573716
Hong Kong,2021-10-04,Sinovac,3171796
Hong Kong,2021-10-05,Pfizer/BioNTech,5580394
Hong Kong,2021-10-05,Sinovac,3179142
Hong Kong,2021-10-06,Pfizer/BioNTech,5586652
Hong Kong,2021-10-06,Sinovac,3185453
Hong Kong,2021-10-07,Pfizer/BioNTech,5593949
Hong Kong,2021-10-07,Sinovac,3192106
Hong Kong,2021-10-08,Pfizer/BioNTech,5602851
Hong Kong,2021-10-08,Sinovac,3198572
Hong Kong,2021-10-09,Pfizer/BioNTech,5602851
Hong Kong,2021-10-09,Sinovac,3198641
Hong Kong,2021-10-10,Pfizer/BioNTech,5616656
Hong Kong,2021-10-10,Sinovac,3203344
Hong Kong,2021-10-11,Pfizer/BioNTech,5623796
Hong Kong,2021-10-11,Sinovac,3211648
Hong Kong,2021-10-12,Pfizer/BioNTech,5627312
Hong Kong,2021-10-12,Sinovac,3216643
Hong Kong,2021-10-13,Pfizer/BioNTech,5627312
Hong Kong,2021-10-13,Sinovac,3216859
Hong Kong,2021-10-14,Pfizer/BioNTech,5635747
Hong Kong,2021-10-14,Sinovac,3219791
Hong Kong,2021-10-15,Pfizer/BioNTech,5646116
Hong Kong,2021-10-15,Sinovac,3228912
Hong Kong,2021-10-16,Pfizer/BioNTech,5658066
Hong Kong,2021-10-16,Sinovac,3235475
Hong Kong,2021-10-17,Pfizer/BioNTech,5664041
Hong Kong,2021-10-17,Sinovac,3237682
Hong Kong,2021-10-18,Pfizer/BioNTech,5670483
Hong Kong,2021-10-18,Sinovac,3243509
Hong Kong,2021-10-19,Pfizer/BioNTech,5675493
Hong Kong,2021-10-19,Sinovac,3247852
Hong Kong,2021-10-20,Pfizer/BioNTech,5680609
Hong Kong,2021-10-20,Sinovac,3250881
Hong Kong,2021-10-21,Pfizer/BioNTech,5686713
Hong Kong,2021-10-21,Sinovac,3256262
Hong Kong,2021-10-22,Pfizer/BioNTech,5695140
